Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type_H,Type_L,Type_M,Target,Failure Type_Heat,Failure Type_None,Failure Type_Overstrain,Failure Type_Power,Failure Type_Random,Failure Type_Tool
0.7654320987654302,0.19354838709677424,0.559065934065934,0.11857707509881422,0,0,1,0,0,1,0,0,0,0
0.3827160493827222,0.18651026392961878,0.554945054945055,0.5296442687747035,1,0,0,0,0,1,0,0,0,0
0.4074074074074119,0.1331378299120235,0.5714285714285714,0.38735177865612647,0,1,0,0,0,1,0,0,0,0
0.5432098765432158,0.1900293255131965,0.5151098901098901,0.3359683794466403,0,1,0,0,0,1,0,0,0,0
0.827160493827158,0.10674486803519068,0.6771978021978021,0.02766798418972332,0,1,0,0,0,1,0,0,0,0
0.3209876543209944,0.18299120234604105,0.5137362637362637,0.16996047430830039,0,1,0,0,0,1,0,0,0,0
0.2592592592592595,0.2387096774193549,0.4340659340659341,0.450592885375494,1,0,0,0,0,1,0,0,0,0
0.48148148148148806,0.09677419354838712,0.6785714285714286,0.37549407114624506,0,0,1,0,0,1,0,0,0,0
0.6666666666666714,0.16011730205278596,0.5013736263736263,0.7549407114624506,0,1,0,0,0,1,0,0,0,0
0.5925925925925952,0.3571847507331378,0.3008241758241758,0.4861660079051383,0,0,1,0,0,1,0,0,0,0
0.5679012345679055,0.34252199413489737,0.3228021978021978,0.11462450592885375,0,1,0,0,0,1,0,0,0,0
0.6172839506172849,0.2375366568914956,0.4065934065934066,0.5612648221343873,0,1,0,0,0,1,0,0,0,0
0.24691358024691112,0.27507331378299127,0.41620879120879123,0.5454545454545454,0,1,0,0,0,1,0,0,0,0
0.2962962962963047,0.32258064516129026,0.3282967032967033,0.1660079051383399,0,0,1,0,0,1,0,0,0,0
0.6049382716049436,0.10674486803519068,0.6703296703296703,0.7509881422924901,0,1,0,0,0,1,0,0,0,0
0.3950617283950635,0.16304985337243405,0.6387362637362637,0.45454545454545453,0,0,1,0,0,1,0,0,0,0
0.9382716049382722,0.21055718475073315,0.4835164835164835,0.05533596837944664,0,0,1,0,0,1,0,0,0,0
0.518518518518519,0.15366568914956014,0.6112637362637362,0.48221343873517786,0,1,0,0,0,1,0,0,0,0
0.3580246913580325,0.10381231671554259,0.6016483516483516,0.43478260869565216,0,1,0,0,0,1,0,0,0,0
0.8888888888888857,0.11554252199413495,0.5741758241758241,0.7272727272727272,1,0,0,0,0,1,0,0,0,0
0.3456790123456841,0.06686217008797657,0.6634615384615384,0.5138339920948616,0,1,0,0,0,1,0,0,0,0
0.3333333333333357,0.5689149560117301,0.19093406593406592,0.0,0,1,0,0,0,1,0,0,0,0
0.6790123456790127,0.28563049853372435,0.3612637362637363,0.07114624505928853,0,1,0,0,0,1,0,0,0,0
0.3580246913580325,0.17653958944281534,0.46428571428571436,0.5217391304347826,0,1,0,0,0,1,0,0,0,0
0.4320987654321016,0.18944281524926687,0.41071428571428575,0.7193675889328063,0,1,0,0,0,1,0,0,0,0
0.17283950617284205,0.13958944281524932,0.6153846153846153,0.5612648221343873,0,1,0,0,0,1,0,0,0,0
0.5432098765432158,0.1331378299120235,0.5700549450549449,0.308300395256917,0,1,0,0,0,1,0,0,0,0
0.6790123456790127,0.12903225806451613,0.6304945054945055,0.46640316205533594,0,1,0,0,0,1,0,0,0,0
0.5432098765432158,0.1008797653958945,0.6469780219780219,0.14229249011857706,0,1,0,1,1,0,0,0,0,0
0.46913580246913966,0.08152492668621703,0.8021978021978022,0.5612648221343873,0,0,1,0,0,1,0,0,0,0
0.6049382716049436,0.12140762463343113,0.7513736263736264,0.26877470355731226,1,0,0,0,0,1,0,0,0,0
0.6296296296296333,0.1882697947214077,0.49450549450549447,0.6996047430830039,0,0,1,0,0,1,0,0,0,0
0.654320987654323,0.26568914956011735,0.39560439560439564,0.6126482213438734,0,1,0,0,0,1,0,0,0,0
0.5061728395061778,0.18768328445747806,0.5618131868131868,0.18972332015810275,0,0,1,0,0,1,0,0,0,0
0.6049382716049436,0.18005865102639296,0.48626373626373637,0.7470355731225296,0,0,1,0,0,1,0,0,0,0
0.8148148148148167,0.42052785923753677,0.2774725274725275,0.23715415019762845,0,1,0,0,0,1,0,0,0,0
0.308641975308646,0.13958944281524932,0.6346153846153846,0.20553359683794464,0,1,0,0,0,1,0,0,0,0
0.6049382716049436,0.23812316715542525,0.41758241758241765,0.5573122529644269,0,0,1,0,0,1,0,0,0,0
0.5679012345679055,0.27917888563049853,0.37362637362637363,0.27667984189723316,0,0,1,0,0,1,0,0,0,0
0.6666666666666714,0.06979472140762466,0.8296703296703296,0.6521739130434783,0,1,0,0,0,1,0,0,0,0
0.5925925925925952,0.19413489736070388,0.5137362637362637,0.19367588932806323,1,0,0,0,0,1,0,0,0,0
0.6666666666666714,0.25630498533724344,0.36401098901098905,0.49407114624505927,0,0,1,0,0,1,0,0,0,0
0.5308641975308674,0.15483870967741942,0.5741758241758241,0.07114624505928853,0,0,1,0,0,1,0,0,0,0
0.6172839506172849,0.18651026392961878,0.467032967032967,0.541501976284585,0,1,0,0,0,1,0,0,0,0
0.7037037037037024,0.29618768328445755,0.37225274725274726,0.41897233201581024,0,1,0,0,0,1,0,0,0,0
0.6790123456790127,0.26158357771261,0.4038461538461539,0.2924901185770751,0,0,1,0,0,1,0,0,0,0
0.08641975308641747,0.0903225806451613,0.657967032967033,0.2727272727272727,0,0,1,0,0,1,0,0,0,0
0.6296296296296333,0.1788856304985338,0.5755494505494505,0.5770750988142292,0,1,0,0,0,1,0,0,0,0
0.6172839506172849,0.18944281524926687,0.5961538461538461,0.2924901185770751,0,1,0,0,0,1,0,0,0,0
0.6049382716049436,0.15131964809384169,0.4972527472527473,0.02766798418972332,0,1,0,0,0,1,0,0,0,0
0.9506172839506135,0.16598240469208214,0.6222527472527473,0.6758893280632411,0,0,1,0,0,1,0,0,0,0
0.7777777777777786,0.5108504398826981,0.2074175824175824,0.15810276679841895,0,1,0,0,0,1,0,0,0,0
0.3456790123456841,0.11260997067448686,0.7266483516483516,0.8023715415019762,0,1,0,1,0,0,1,0,0,0
0.5925925925925952,0.1900293255131965,0.5467032967032966,0.308300395256917,1,0,0,0,0,1,0,0,0,0
0.5308641975308674,0.20879765395894434,0.49587912087912084,0.7509881422924901,0,1,0,0,0,1,0,0,0,0
0.3209876543209944,0.3659824046920821,0.3818681318681319,0.3794466403162055,0,1,0,0,0,1,0,0,0,0
0.6790123456790127,0.35307917888563045,0.2994505494505495,0.5494071146245059,0,0,1,0,0,1,0,0,0,0
0.6296296296296333,0.12609970674486803,0.5989010989010989,0.01976284584980237,0,0,1,0,0,1,0,0,0,0
0.7037037037037024,0.2920821114369502,0.32554945054945056,0.23320158102766797,1,0,0,0,0,1,0,0,0,0
0.6419753086419746,0.3073313782991203,0.37637362637362637,0.5770750988142292,0,1,0,0,0,1,0,0,0,0
0.7037037037037024,0.3214076246334312,0.3502747252747253,0.28063241106719367,0,1,0,0,0,1,0,0,0,0
0.19753086419753174,0.39765395894428157,0.2774725274725275,0.7035573122529644,0,1,0,0,0,1,0,0,0,0
0.03703703703703809,0.22756598240469217,0.5027472527472526,0.6877470355731224,0,1,0,0,0,1,0,0,0,0
0.6790123456790127,0.22404692082111444,0.4217032967032967,0.5494071146245059,0,0,1,0,0,1,0,0,0,0
0.9135802469135825,0.22463343108504408,0.6469780219780219,0.4703557312252964,0,1,0,0,0,1,0,0,0,0
0.49382716049382935,0.21466275659824052,0.4615384615384615,0.0,0,1,0,0,0,1,0,0,0,0
0.48148148148148806,0.14017595307917896,0.5535714285714285,0.7786561264822134,0,1,0,0,0,1,0,0,0,0
0.6172839506172849,0.2897360703812317,0.3695054945054945,0.3636363636363636,0,1,0,0,0,1,0,0,0,0
0.8518518518518547,0.19530791788856305,0.5260989010989011,0.5454545454545454,0,1,0,0,0,1,0,0,0,0
0.5432098765432158,0.17947214076246343,0.6071428571428571,0.14229249011857706,0,1,0,0,0,1,0,0,0,0
0.7037037037037024,0.14780058651026395,0.46840659340659335,0.14229249011857706,0,1,0,0,0,1,0,0,0,0
0.8395061728395063,0.14134897360703813,0.581043956043956,0.015810276679841896,1,0,0,0,0,1,0,0,0,0
0.45679012345679126,0.18885630498533723,0.5054945054945055,0.5691699604743082,0,1,0,0,0,1,0,0,0,0
0.3580246913580325,0.15718475073313787,0.6263736263736263,0.592885375494071,1,0,0,0,0,1,0,0,0,0
0.3456790123456841,0.17243401759530796,0.5961538461538461,0.2727272727272727,0,1,0,0,0,1,0,0,0,0
0.19753086419753174,0.1882697947214077,0.4519230769230769,0.04743083003952569,0,1,0,0,0,1,0,0,0,0
0.44444444444444997,0.2997067448680353,0.3379120879120879,0.7944664031620553,0,0,1,0,0,1,0,0,0,0
0.6419753086419746,0.6592375366568914,0.16895604395604397,0.1660079051383399,0,0,1,0,0,1,0,0,0,0
0.6049382716049436,0.4838709677419355,0.2101648351648352,0.40316205533596833,0,0,1,0,0,1,0,0,0,0
0.7160493827160508,0.1900293255131965,0.5123626373626373,0.5098814229249011,0,1,0,0,0,1,0,0,0,0
0.46913580246913966,0.18768328445747806,0.5,0.450592885375494,0,0,1,0,0,1,0,0,0,0
0.864197530864196,0.17829912023460415,0.5425824175824175,0.6877470355731224,0,0,1,0,0,1,0,0,0,0
0.5925925925925952,0.09325513196480939,0.7129120879120879,0.8063241106719367,0,1,0,1,0,0,1,0,0,0
0.6172839506172849,0.17360703812316725,0.5412087912087912,0.5652173913043478,0,1,0,0,0,1,0,0,0,0
0.5925925925925952,0.15894428152492668,0.5370879120879121,0.11462450592885375,0,1,0,0,0,1,0,0,0,0
0.6913580246913611,0.1683284457478006,0.5123626373626373,0.13438735177865613,0,0,1,0,0,1,0,0,0,0
0.654320987654323,0.14662756598240478,0.5288461538461537,0.5098814229249011,0,0,1,0,0,1,0,0,0,0
0.3950617283950635,0.1331378299120235,0.4807692307692308,0.07905138339920947,0,0,1,0,0,1,0,0,0,0
0.3333333333333357,0.2909090909090909,0.31043956043956045,0.5770750988142292,0,1,0,0,0,1,0,0,0,0
0.7160493827160508,0.11847507331378304,0.6840659340659341,0.4268774703557312,0,0,1,0,0,1,0,0,0,0
0.46913580246913966,0.10029325513196485,0.5521978021978021,0.4980237154150197,0,0,1,0,0,1,0,0,0,0
0.6666666666666714,0.2357771260997068,0.38873626373626374,0.458498023715415,0,0,1,0,0,1,0,0,0,0
0.8148148148148167,0.15835777126099715,0.5439560439560439,0.4703557312252964,0,1,0,0,0,1,0,0,0,0
0.3456790123456841,0.34662756598240474,0.30631868131868134,0.20553359683794464,0,1,0,0,0,1,0,0,0,0
0.3333333333333357,0.21642228739002933,0.45604395604395603,0.6600790513833992,0,1,0,0,0,1,0,0,0,0
0.5061728395061778,0.22404692082111444,0.41071428571428575,0.5652173913043478,0,1,0,0,0,1,0,0,0,0
0.6049382716049436,0.2099706744868035,0.4615384615384615,0.3794466403162055,0,0,1,0,0,1,0,0,0,0
0.3333333333333357,0.3565982404692083,0.29120879120879123,0.8300395256916996,0,0,1,0,0,1,0,0,0,0
0.3456790123456841,0.13079178885630505,0.6263736263736263,0.3675889328063241,0,0,1,0,0,1,0,0,0,0
0.3456790123456841,0.14310850439882705,0.4972527472527473,0.13833992094861658,0,1,0,0,0,1,0,0,0,0
0.24691358024691112,0.2263929618768329,0.4244505494505495,0.2924901185770751,0,1,0,0,0,1,0,0,0,0
0.3580246913580325,0.1008797653958945,0.6909340659340659,0.15019762845849802,0,1,0,0,0,1,0,0,0,0
0.6049382716049436,0.4897360703812317,0.22115384615384615,0.7865612648221343,0,1,0,0,0,1,0,0,0,0
0.7777777777777786,0.2434017595307918,0.36538461538461536,0.7549407114624506,0,0,1,0,0,1,0,0,0,0
0.23456790123456983,0.2873900293255133,0.3434065934065934,0.4268774703557312,0,1,0,0,0,1,0,0,0,0
0.5679012345679055,0.1653958944281525,0.48214285714285715,0.6324110671936758,0,1,0,0,0,1,0,0,0,0
0.5925925925925952,0.09149560117302058,0.6717032967032966,0.41897233201581024,0,1,0,0,0,1,0,0,0,0
0.06172839506172778,0.22756598240469217,0.42994505494505497,0.5533596837944663,0,1,0,0,0,1,0,0,0,0
0.7654320987654302,0.10850439882697949,0.7046703296703296,0.14229249011857706,0,0,1,0,0,1,0,0,0,0
0.46913580246913966,0.17419354838709677,0.4491758241758242,0.7193675889328063,0,0,1,0,0,1,0,0,0,0
0.7777777777777786,0.17360703812316725,0.4931318681318682,0.07114624505928853,1,0,0,0,0,1,0,0,0,0
0.5802469135802468,0.19706744868035198,0.5123626373626373,0.6600790513833992,0,1,0,0,0,1,0,0,0,0
0.864197530864196,0.22463343108504408,0.5,0.592885375494071,1,0,0,0,0,1,0,0,0,0
0.7777777777777786,0.37888563049853374,0.2678571428571429,0.40711462450592883,0,1,0,0,0,1,0,0,0,0
0.3580246913580325,0.3243401759530793,0.39285714285714285,0.6363636363636364,0,1,0,0,0,1,0,0,0,0
0.7654320987654302,0.11495601173020531,0.5192307692307692,0.13438735177865613,0,1,0,1,1,0,0,0,0,0
0.7160493827160508,0.15483870967741942,0.5631868131868131,0.2569169960474308,0,0,1,0,0,1,0,0,0,0
0.6296296296296333,0.13372434017595314,0.6607142857142857,0.608695652173913,0,1,0,0,0,1,0,0,0,0
0.7160493827160508,0.1900293255131965,0.46840659340659335,0.31225296442687744,0,1,0,0,0,1,0,0,0,0
0.7407407407407405,0.1284457478005866,0.5192307692307692,0.5375494071146245,0,1,0,0,0,1,0,0,0,0
0.5432098765432158,0.21935483870967742,0.47802197802197804,0.46640316205533594,1,0,0,0,0,1,0,0,0,0
0.5308641975308674,0.1759530791788857,0.5398351648351648,0.3557312252964427,0,1,0,0,0,1,0,0,0,0
0.5555555555555571,0.22873900293255134,0.42307692307692313,0.901185770750988,0,0,1,0,0,1,0,0,0,0
0.518518518518519,0.25806451612903225,0.41620879120879123,0.14229249011857706,0,1,0,0,0,1,0,0,0,0
0.8395061728395063,0.10322580645161294,0.7032967032967032,0.04743083003952569,1,0,0,0,0,0,0,0,1,0
0.7777777777777786,0.14956011730205288,0.5453296703296703,0.7272727272727272,0,0,1,0,0,1,0,0,0,0
0.44444444444444997,0.08856304985337249,0.6483516483516483,0.2845849802371541,1,0,0,0,0,1,0,0,0,0
0.3333333333333357,0.2850439882697947,0.34615384615384615,0.7865612648221343,0,1,0,0,0,1,0,0,0,0
0.3333333333333357,0.15073313782991205,0.5741758241758241,0.4150197628458498,0,1,0,0,0,1,0,0,0,0
0.6049382716049436,0.1900293255131965,0.43681318681318687,0.4150197628458498,0,0,1,0,0,1,0,0,0,0
0.6666666666666714,0.2621700879765396,0.36813186813186816,0.4150197628458498,1,0,0,0,0,1,0,0,0,0
0.5432098765432158,0.2727272727272728,0.3543956043956044,0.2885375494071146,0,0,1,0,0,1,0,0,0,0
0.5555555555555571,0.26392961876832843,0.37362637362637363,0.3952569169960474,0,0,1,0,0,1,0,0,0,0
0.45679012345679126,0.18651026392961878,0.43818681318681324,0.1818181818181818,0,1,0,0,0,1,0,0,0,0
0.2839506172839492,0.24457478005865108,0.3516483516483516,0.5849802371541502,0,0,1,0,0,1,0,0,0,0
0.7407407407407405,0.1958944281524927,0.4629120879120879,0.01976284584980237,0,1,0,0,0,1,0,0,0,0
0.827160493827158,0.1407624633431085,0.5796703296703296,0.8142292490118577,0,0,1,0,0,1,0,0,0,0
0.9753086419753103,0.19413489736070388,0.4065934065934066,0.5770750988142292,0,0,1,0,0,1,0,0,0,0
0.7160493827160508,0.26099706744868034,0.44230769230769235,0.17391304347826086,1,0,0,0,0,1,0,0,0,0
0.5679012345679055,0.15483870967741942,0.6469780219780219,0.13438735177865613,0,1,0,0,0,1,0,0,0,0
0.48148148148148806,0.22873900293255134,0.4093406593406594,0.4980237154150197,1,0,0,0,0,1,0,0,0,0
0.4197530864197603,0.17947214076246343,0.5412087912087912,0.8142292490118577,0,0,1,0,0,1,0,0,0,0
0.4320987654321016,0.1788856304985338,0.5302197802197801,0.06324110671936758,1,0,0,0,0,1,0,0,0,0
0.4074074074074119,0.14017595307917896,0.5192307692307692,0.6126482213438734,0,0,1,0,0,1,0,0,0,0
0.8148148148148167,0.21642228739002933,0.4271978021978022,0.4387351778656126,0,1,0,0,0,1,0,0,0,0
0.3333333333333357,0.22991202346041062,0.4217032967032967,0.8102766798418972,0,1,0,0,0,1,0,0,0,0
0.3827160493827222,0.24926686217008798,0.49587912087912084,0.20948616600790512,1,0,0,0,0,1,0,0,0,0
0.7037037037037024,0.12023460410557185,0.6085164835164835,0.4703557312252964,0,0,1,0,0,1,0,0,0,0
0.23456790123456983,0.36832844574780066,0.2925824175824176,0.33992094861660077,0,1,0,0,0,1,0,0,0,0
0.6419753086419746,0.286217008797654,0.39285714285714285,0.01976284584980237,0,1,0,0,0,1,0,0,0,0
0.48148148148148806,0.058064516129032295,0.7623626373626373,0.6442687747035573,0,1,0,0,0,1,0,0,0,0
0.654320987654323,0.17829912023460415,0.4986263736263737,0.5612648221343873,0,1,0,0,0,1,0,0,0,0
0.48148148148148806,0.17478005865102642,0.467032967032967,0.5691699604743082,0,1,0,0,0,1,0,0,0,0
0.6296296296296333,0.1730205278592376,0.4835164835164835,0.03952569169960474,0,1,0,0,0,1,0,0,0,0
0.7407407407407405,0.18651026392961878,0.48214285714285715,0.011857707509881422,0,0,1,0,0,1,0,0,0,0
0.3703703703703738,0.286217008797654,0.3695054945054945,0.2845849802371541,0,1,0,0,0,1,0,0,0,0
0.5555555555555571,0.3460410557184752,0.315934065934066,0.8537549407114624,1,0,0,0,0,1,0,0,0,0
0.7654320987654302,0.1853372434017596,0.5192307692307692,0.4861660079051383,0,1,0,0,0,1,0,0,0,0
0.6666666666666714,0.4258064516129032,0.24313186813186816,0.40316205533596833,0,1,0,0,0,1,0,0,0,0
0.5802469135802468,0.253958944281525,0.3818681318681319,0.3320158102766798,0,1,0,0,0,1,0,0,0,0
0.49382716049382935,0.1777126099706745,0.5563186813186812,0.683794466403162,0,1,0,0,0,1,0,0,0,0
0.6666666666666714,0.20175953079178888,0.5068681318681318,0.7075098814229248,0,1,0,0,0,1,0,0,0,0
0.7777777777777786,0.340175953079179,0.30219780219780223,0.4150197628458498,0,1,0,0,0,1,0,0,0,0
0.8395061728395063,0.24692082111436953,0.41071428571428575,0.533596837944664,0,0,1,0,0,1,0,0,0,0
0.6172839506172849,0.2920821114369502,0.35302197802197804,0.03952569169960474,0,1,0,0,0,1,0,0,0,0
0.48148148148148806,0.1882697947214077,0.5892857142857143,0.7826086956521738,0,1,0,0,0,1,0,0,0,0
0.7160493827160508,0.2909090909090909,0.3489010989010989,0.19367588932806323,0,1,0,0,0,1,0,0,0,0
0.5802469135802468,0.11964809384164221,0.6634615384615384,0.5059288537549407,0,0,1,0,0,1,0,0,0,0
0.6419753086419746,0.2668621700879765,0.3777472527472528,0.1660079051383399,0,1,0,0,0,1,0,0,0,0
0.6913580246913611,0.23812316715542525,0.37637362637362637,0.2885375494071146,0,0,1,0,0,1,0,0,0,0
0.3456790123456841,0.2099706744868035,0.4436813186813187,0.6640316205533596,0,1,0,0,0,1,0,0,0,0
0.4197530864197603,0.10205278592375366,0.7266483516483516,0.02766798418972332,0,0,1,0,0,1,0,0,0,0
0.6913580246913611,0.12434017595307922,0.6744505494505494,0.04743083003952569,0,1,0,0,0,1,0,0,0,0
0.864197530864196,0.47390029325513194,0.2554945054945055,0.6561264822134387,0,1,0,0,0,1,0,0,0,0
0.5061728395061778,0.26744868035190617,0.42307692307692313,0.8181818181818181,0,1,0,0,0,1,0,0,0,0
0.2592592592592595,0.25043988269794726,0.39560439560439564,0.225296442687747,0,0,1,0,0,1,0,0,0,0
0.48148148148148806,0.10733137829912032,0.5576923076923076,0.07905138339920947,0,0,1,0,0,1,0,0,0,0
0.6296296296296333,0.25630498533724344,0.3983516483516483,0.15810276679841895,1,0,0,0,0,1,0,0,0,0
0.790123456790127,0.1607038123167156,0.5027472527472526,0.11067193675889328,0,1,0,0,0,1,0,0,0,0
0.7037037037037024,0.12727272727272732,0.5961538461538461,0.7984189723320158,0,0,1,0,0,1,0,0,0,0
0.3703703703703738,0.08211143695014667,0.6607142857142857,0.450592885375494,0,0,1,0,0,1,0,0,0,0
0.46913580246913966,0.1313782991202347,0.6263736263736263,0.3043478260869565,0,0,1,0,0,1,0,0,0,0
0.308641975308646,0.20703812316715542,0.4038461538461539,0.2964426877470355,1,0,0,0,0,1,0,0,0,0
0.24691358024691112,0.2973607038123167,0.39285714285714285,0.35968379446640314,0,1,0,0,0,1,0,0,0,0
0.3333333333333357,0.2844574780058652,0.42307692307692313,0.2924901185770751,0,1,0,0,0,1,0,0,0,0
0.827160493827158,0.13431085043988278,0.6387362637362637,0.13043478260869565,0,0,1,0,0,1,0,0,0,0
0.7283950617283992,0.15542521994134906,0.6346153846153846,0.6442687747035573,0,0,1,0,0,1,0,0,0,0
